custid,gender,총구매액,구매건수,평균구매가격,평균할부개월수,구매브랜드종류,내점일수,수입상품_구매비율,주말방문비율,가을_구매건수,겨울_구매건수,봄_구매건수,여름_구매건수,아침_구매건수,저녁_구매건수,점심_구매건수,주구매코너
45798,1,815552,12,67963,2.2,6,8,8.3,50.0,1.0,5.0,3.0,3.0,1.0,3.0,8.0,일반식품
45810,1,20370514,170,119827,1.8,54,61,7.1,31.1,55.0,44.0,43.0,28.0,32.0,11.0,127.0,화장품
45814,1,274000,2,137000,3.0,2,2,0.0,0.0,1.0,,,1.0,,,2.0,트래디셔널캐주얼
45816,0,2976000,6,496000,2.3,5,2,0.0,50.0,,1.0,,5.0,2.0,,4.0,디자이너부띠끄
45818,1,1273673,20,63684,1.7,5,14,0.0,57.1,7.0,2.0,3.0,8.0,2.0,3.0,15.0,일반식품
45820,0,5473565,56,97742,1.8,14,29,32.1,17.2,18.0,16.0,13.0,9.0,6.0,,50.0,일반식품
45850,0,1379532,39,35373,2.3,24,14,2.6,42.9,12.0,4.0,9.0,14.0,4.0,,35.0,영캐주얼
45878,1,3070517,40,76763,1.6,24,26,2.5,30.8,9.0,6.0,11.0,14.0,8.0,7.0,25.0,일반식품
45881,1,11060106,63,175557,1.6,30,38,15.9,52.6,6.0,9.0,18.0,30.0,11.0,19.0,33.0,일반식품
45888,1,2373898,25,94956,1.2,9,22,24.0,59.1,4.0,4.0,6.0,11.0,8.0,7.0,10.0,일반식품
45889,1,6235700,38,164097,1.0,23,18,28.9,11.1,16.0,8.0,7.0,7.0,2.0,5.0,31.0,화장품
45891,1,8349150,57,146476,1.7,33,36,49.1,13.9,11.0,7.0,18.0,21.0,12.0,6.0,39.0,화장품
45918,1,649000,5,129800,1.4,3,2,20.0,100.0,,1.0,4.0,,,,5.0,화장품
45922,0,125200,2,62600,2.0,2,1,0.0,0.0,2.0,,,,,,2.0,일반식품
45932,0,1809000,16,113062,2.0,12,12,6.2,33.3,5.0,5.0,6.0,,,2.0,14.0,화장품
45935,1,1710300,27,63344,2.6,20,17,29.6,41.2,4.0,9.0,4.0,10.0,,17.0,10.0,화장품
45936,1,2423200,18,134622,1.0,13,5,11.1,40.0,4.0,3.0,3.0,8.0,,4.0,14.0,유니캐주얼
45940,1,1448100,15,96540,1.1,10,8,6.7,75.0,,3.0,5.0,7.0,1.0,4.0,10.0,영캐주얼
45942,0,12822822,124,103410,1.7,45,67,4.8,31.3,31.0,39.0,26.0,28.0,18.0,18.0,88.0,일반식품
45949,0,12243187,60,204053,2.2,19,33,31.7,42.4,12.0,20.0,10.0,18.0,9.0,,51.0,수입명품
45954,1,1589878,18,88327,2.7,14,10,16.7,90.0,2.0,5.0,6.0,5.0,1.0,7.0,10.0,피혁A
45967,0,2862740,28,102241,2.4,20,18,10.7,22.2,17.0,2.0,,9.0,1.0,11.0,16.0,니트단품
45972,0,1911803,15,127454,1.5,6,11,33.3,27.3,1.0,6.0,8.0,,,6.0,9.0,화장품
45977,0,4252577,50,85052,2.4,21,20,8.0,20.0,23.0,5.0,11.0,11.0,1.0,4.0,45.0,캐릭터캐주얼
45978,0,10437839,138,75637,1.4,36,111,6.5,32.4,22.0,49.0,30.0,37.0,5.0,104.0,29.0,일반식품
45981,1,2449123,22,111324,2.2,17,13,0.0,46.2,5.0,2.0,11.0,4.0,2.0,5.0,15.0,스포츠
45983,0,2939100,20,146955,3.5,15,12,5.0,25.0,2.0,7.0,9.0,2.0,11.0,,9.0,스포츠
45999,1,1179400,11,107218,2.3,11,5,9.1,80.0,2.0,4.0,2.0,3.0,,3.0,8.0,영캐주얼
46000,0,8487400,26,326438,2.4,10,14,57.7,35.7,,11.0,11.0,4.0,7.0,3.0,16.0,수입명품
46025,1,2059586,28,73557,1.9,22,17,7.1,58.8,3.0,7.0,9.0,9.0,4.0,1.0,23.0,스포츠
46034,0,3542972,6,590495,1.7,4,5,33.3,60.0,1.0,3.0,,2.0,1.0,2.0,3.0,일반식품
46037,0,306000,6,51000,2.0,4,3,50.0,0.0,4.0,,,2.0,,,6.0,피혁A
46041,1,3965600,10,396560,3.2,8,9,60.0,33.3,2.0,4.0,,4.0,,4.0,6.0,수입명품
46045,1,2678449,7,382636,1.6,5,7,0.0,28.6,1.0,1.0,3.0,2.0,2.0,,5.0,일반식품
46048,0,939920,24,39163,1.8,15,13,8.3,61.5,4.0,6.0,12.0,2.0,,7.0,17.0,유아동복
46049,0,4282856,143,29950,1.1,12,91,0.7,24.2,35.0,29.0,38.0,41.0,2.0,19.0,122.0,일반식품
46050,1,55213026,203,271985,1.7,100,90,5.4,32.2,60.0,47.0,55.0,41.0,30.0,42.0,131.0,니트단품
46057,0,231000,2,115500,2.0,2,2,0.0,0.0,,,1.0,1.0,,,2.0,정장셔츠
46067,0,1965767,25,78631,2.7,13,11,4.0,27.3,1.0,12.0,6.0,6.0,15.0,,10.0,유아동복
46073,1,2194200,23,95400,1.2,19,16,17.4,50.0,3.0,8.0,7.0,5.0,6.0,1.0,16.0,스포츠
46075,1,16088946,127,126685,2.0,63,73,40.9,54.8,32.0,36.0,44.0,15.0,20.0,37.0,70.0,수입명품
46091,1,5778011,55,105055,2.6,31,30,9.1,6.7,12.0,19.0,17.0,7.0,29.0,2.0,24.0,화장품
46103,0,6606900,43,153649,1.2,15,30,76.7,10.0,9.0,9.0,15.0,10.0,10.0,5.0,28.0,화장품
46128,1,2537820,29,87511,2.1,19,11,31.0,0.0,8.0,,7.0,14.0,1.0,13.0,15.0,엘레강스캐주얼
46137,0,12962940,89,145651,2.5,41,30,24.7,36.7,42.0,12.0,22.0,13.0,10.0,10.0,69.0,화장품
46138,0,3661654,14,261547,1.7,11,7,7.1,42.9,1.0,,11.0,2.0,5.0,1.0,8.0,캐릭터캐주얼
46153,0,6370616,91,70007,1.0,46,52,12.1,46.2,21.0,33.0,25.0,12.0,12.0,34.0,45.0,일반식품
46155,1,10755213,192,56017,1.3,26,117,10.9,27.4,46.0,35.0,71.0,40.0,70.0,1.0,121.0,일반식품
46163,0,4678271,49,95475,1.9,29,33,6.1,6.1,12.0,6.0,14.0,17.0,16.0,5.0,28.0,디자이너부띠끄
46190,1,3629754,74,49051,1.8,32,50,17.6,34.0,11.0,20.0,15.0,28.0,6.0,27.0,41.0,일반식품
46197,0,4178906,39,107151,1.1,28,20,12.8,25.0,8.0,5.0,6.0,20.0,13.0,4.0,22.0,스포츠
46199,1,16011110,45,355802,2.5,25,17,17.8,35.3,,4.0,1.0,40.0,14.0,1.0,30.0,캐릭터캐주얼
46201,1,2082100,18,115672,2.2,12,11,22.2,9.1,3.0,,6.0,9.0,4.0,6.0,8.0,유니캐주얼
46205,1,1721300,80,21516,3.1,24,35,1.2,34.3,22.0,34.0,6.0,18.0,4.0,18.0,58.0,유니캐주얼
46209,0,1348502,34,39662,1.4,6,19,14.7,26.3,5.0,11.0,8.0,10.0,1.0,8.0,25.0,일반식품
46233,1,25038841,138,181441,2.1,58,50,8.0,70.0,24.0,32.0,37.0,45.0,6.0,28.0,104.0,일반식품
46258,0,11632500,149,78070,2.3,55,55,43.6,54.5,51.0,31.0,18.0,49.0,21.0,34.0,94.0,화장품
46264,0,1149037,7,164148,2.7,6,5,28.6,60.0,,,4.0,3.0,,2.0,5.0,화장품
46289,0,6528700,32,204022,2.5,20,11,28.1,54.5,2.0,15.0,6.0,9.0,6.0,7.0,19.0,유아동복
46317,1,4577102,59,77578,1.6,22,26,20.3,7.7,11.0,13.0,2.0,33.0,40.0,,19.0,일반식품
46325,1,651600,14,46543,2.4,9,7,21.4,0.0,4.0,3.0,4.0,3.0,1.0,5.0,8.0,기타바이어
46329,1,6480544,180,36003,1.2,26,133,8.3,33.8,42.0,51.0,45.0,42.0,79.0,45.0,56.0,일반식품
46337,1,1395339,30,46511,1.2,13,17,40.0,23.5,3.0,12.0,10.0,5.0,11.0,1.0,18.0,화장품
46338,0,22156204,334,66336,1.4,66,173,14.4,24.9,89.0,66.0,88.0,91.0,119.0,34.0,181.0,일반식품
46339,1,2461200,28,87900,2.4,15,19,17.9,36.8,11.0,11.0,5.0,1.0,7.0,2.0,19.0,피혁B
46350,0,1319500,15,87967,1.9,14,9,0.0,0.0,3.0,6.0,4.0,2.0,5.0,2.0,8.0,영캐주얼
46389,0,15082758,330,45705,1.3,62,156,0.3,41.7,82.0,109.0,80.0,59.0,45.0,89.0,196.0,일반식품
46417,0,155600,2,77800,3.0,2,2,50.0,100.0,1.0,,1.0,,,,2.0,유아동복
46418,1,1580000,18,87778,2.3,9,9,11.1,33.3,2.0,4.0,6.0,6.0,,7.0,11.0,일반식품
46452,0,349812,16,21863,1.5,5,8,6.2,25.0,4.0,,11.0,1.0,,,16.0,일반식품
46455,0,17683758,68,260055,2.5,43,26,38.2,42.3,12.0,25.0,21.0,10.0,7.0,8.0,53.0,수입명품
46459,0,1529760,20,76488,1.8,16,5,10.0,20.0,1.0,,17.0,2.0,,2.0,18.0,유니캐주얼
46461,0,9583200,22,435600,2.3,11,10,54.5,80.0,8.0,2.0,8.0,4.0,6.0,2.0,14.0,수입명품
46474,1,2702186,12,225182,2.2,8,8,0.0,87.5,3.0,7.0,,2.0,4.0,2.0,6.0,일반식품
46480,0,2129750,57,37364,1.8,25,33,35.1,45.5,11.0,13.0,23.0,10.0,11.0,13.0,33.0,화장품
46488,0,6720000,28,240000,2.9,18,19,64.3,31.6,1.0,4.0,8.0,15.0,4.0,3.0,21.0,수입명품
46493,1,9744900,44,221475,2.8,26,27,36.4,22.2,9.0,10.0,13.0,12.0,9.0,7.0,28.0,수입명품
46497,1,1935450,25,77418,2.0,18,16,12.0,31.2,1.0,4.0,11.0,9.0,2.0,4.0,19.0,정장셔츠
46510,0,4771584,21,227218,2.4,10,10,28.6,20.0,10.0,10.0,,1.0,7.0,6.0,8.0,화장품
46519,0,2930300,24,122096,1.5,18,10,4.2,20.0,1.0,,8.0,15.0,,5.0,19.0,유아동복
46539,0,4274550,58,73699,1.7,31,33,5.2,15.2,11.0,13.0,20.0,14.0,19.0,13.0,26.0,일반식품
46541,1,24869036,208,119563,1.4,34,145,12.0,43.4,52.0,34.0,75.0,47.0,81.0,44.0,83.0,일반식품
46543,0,5774939,34,169851,2.2,25,12,26.5,16.7,3.0,3.0,20.0,8.0,,,34.0,화장품
46559,0,2954874,31,95319,3.6,20,23,41.9,17.4,13.0,5.0,2.0,11.0,2.0,1.0,28.0,수입명품
46589,1,6339545,61,103927,1.4,32,37,6.6,43.2,16.0,5.0,12.0,28.0,17.0,5.0,39.0,일반식품
46599,1,9883905,82,120535,2.8,30,46,35.4,26.1,22.0,31.0,16.0,13.0,23.0,14.0,45.0,수입명품
46601,0,3686694,65,56718,2.1,25,35,18.5,31.4,5.0,34.0,8.0,18.0,19.0,7.0,39.0,일반식품
46613,1,6841500,38,180039,1.1,29,26,7.9,38.5,5.0,6.0,20.0,7.0,5.0,7.0,26.0,스포츠
46628,1,366000,7,52286,1.0,7,3,14.3,66.7,1.0,,,6.0,,,7.0,정장셔츠
46630,1,13442722,67,200638,2.2,19,43,7.5,18.6,13.0,23.0,14.0,17.0,4.0,8.0,55.0,일반식품
46638,1,1515600,14,108257,2.5,9,9,7.1,55.6,2.0,1.0,8.0,3.0,5.0,1.0,8.0,유니캐주얼
46655,1,3348628,92,36398,1.5,46,61,8.7,31.1,19.0,28.0,26.0,19.0,8.0,30.0,54.0,화장품
46657,0,4357598,17,256329,3.3,9,12,23.5,25.0,7.0,7.0,3.0,,,,17.0,일반식품
46663,1,23046046,112,205768,2.6,67,41,19.6,34.1,21.0,33.0,20.0,38.0,16.0,23.0,73.0,유아동복
46696,1,355000,4,88750,2.2,3,4,0.0,25.0,1.0,1.0,,2.0,1.0,,3.0,화장품
46705,1,16244000,25,649760,5.5,10,14,20.0,42.9,,8.0,9.0,8.0,7.0,,18.0,디자이너부띠끄
46711,0,10809898,147,73537,1.4,46,67,24.5,23.9,32.0,46.0,36.0,33.0,42.0,19.0,86.0,일반식품
46728,0,3197667,42,76135,1.1,24,23,11.9,56.5,12.0,6.0,14.0,10.0,5.0,7.0,30.0,일반식품
46748,1,7241000,33,219424,2.5,22,16,33.3,18.8,5.0,5.0,8.0,15.0,7.0,,26.0,니트단품
46752,1,15032512,87,172787,2.1,52,42,13.8,45.2,21.0,18.0,19.0,29.0,3.0,19.0,65.0,스포츠
46778,1,5062020,29,174552,1.8,20,17,34.5,70.6,5.0,7.0,6.0,11.0,16.0,1.0,12.0,수입명품
46787,0,2228800,21,106133,2.2,13,15,4.8,40.0,9.0,4.0,1.0,7.0,5.0,6.0,10.0,일반식품
46790,1,834800,14,59629,1.4,6,8,7.1,75.0,3.0,5.0,5.0,1.0,8.0,,6.0,유니캐주얼
46792,1,4359540,162,26911,1.1,20,114,1.9,38.6,23.0,25.0,53.0,61.0,7.0,102.0,53.0,일반식품
46801,0,1250200,6,208367,2.7,6,4,16.7,25.0,,,,6.0,,1.0,5.0,스포츠
46804,1,3816490,22,173477,1.3,16,12,13.6,25.0,4.0,2.0,3.0,13.0,2.0,10.0,10.0,디자이너부띠끄
46805,0,7469594,54,138326,2.0,27,33,13.0,15.2,15.0,8.0,14.0,17.0,19.0,,35.0,일반식품
46816,0,527000,9,58556,2.3,7,7,0.0,28.6,1.0,1.0,2.0,5.0,,2.0,7.0,니트단품
46817,0,5482669,38,144281,2.3,23,26,23.7,11.5,6.0,11.0,11.0,10.0,11.0,,27.0,스포츠
46845,0,848532,12,70711,2.2,5,5,25.0,60.0,9.0,1.0,,2.0,,3.0,9.0,섬유
46848,0,6509719,69,94344,1.6,30,44,14.5,15.9,8.0,15.0,29.0,17.0,,36.0,33.0,일반식품
46864,1,10054904,83,121143,1.7,38,35,24.1,45.7,8.0,18.0,19.0,38.0,10.0,19.0,54.0,화장품
46868,0,3922296,45,87162,2.0,15,36,22.2,19.4,9.0,12.0,10.0,14.0,4.0,12.0,29.0,일반식품
46893,1,5928560,36,164682,1.0,18,21,13.9,9.5,16.0,6.0,8.0,6.0,9.0,2.0,25.0,일반식품
46902,0,3392984,66,51409,1.8,20,40,13.6,42.5,8.0,13.0,11.0,34.0,3.0,3.0,60.0,일반식품
46912,1,5883107,42,140074,2.0,17,24,28.6,33.3,11.0,13.0,15.0,3.0,4.0,9.0,29.0,일반식품
46913,1,31000,1,31000,1.0,1,1,0.0,100.0,,,1.0,,,,1.0,화장품
46920,1,1775000,7,253571,2.4,6,6,0.0,33.3,2.0,2.0,2.0,1.0,,3.0,4.0,섬유
46926,0,347000,4,86750,2.5,3,3,75.0,0.0,1.0,,,3.0,3.0,,1.0,화장품
46928,0,3831210,31,123587,3.1,20,11,32.3,45.5,6.0,11.0,7.0,7.0,,18.0,13.0,화장품
46940,0,686207,14,49015,1.7,8,6,7.1,0.0,1.0,6.0,,7.0,,,14.0,문화완구
46943,1,4206000,33,127455,2.7,25,16,18.2,56.2,7.0,9.0,12.0,5.0,6.0,8.0,19.0,트래디셔널캐주얼
46950,1,2004307,24,83513,2.1,17,22,16.7,27.3,2.0,4.0,9.0,9.0,2.0,4.0,18.0,스포츠
46951,1,9538300,108,88318,1.5,36,63,6.5,25.4,27.0,16.0,21.0,44.0,13.0,13.0,82.0,일반식품
46956,0,15188604,154,98627,1.0,37,78,3.2,41.0,43.0,30.0,36.0,45.0,44.0,7.0,103.0,일반식품
46979,0,2138056,45,47512,1.7,10,42,0.0,28.6,9.0,8.0,15.0,13.0,12.0,8.0,25.0,일반식품
46990,1,440570,6,73428,1.7,5,5,33.3,20.0,1.0,1.0,1.0,3.0,2.0,,4.0,섬유
46996,1,85435362,270,316427,1.3,85,126,20.4,27.8,59.0,47.0,56.0,108.0,28.0,13.0,229.0,일반식품
46997,0,3669696,18,203872,2.1,11,17,5.6,29.4,4.0,5.0,3.0,6.0,3.0,,15.0,화장품
47000,0,3931700,33,119142,2.3,19,21,27.3,38.1,4.0,14.0,9.0,6.0,7.0,,26.0,화장품
47001,0,1291700,16,80731,2.5,14,10,12.5,10.0,2.0,6.0,4.0,4.0,4.0,,12.0,스포츠
47010,1,7662640,26,294717,2.5,20,13,23.1,46.2,12.0,7.0,2.0,5.0,1.0,6.0,19.0,정장셔츠
47016,1,26575412,207,128384,1.7,79,105,21.3,28.6,30.0,60.0,50.0,67.0,34.0,45.0,128.0,일반식품
47045,0,2935553,25,117422,1.6,18,14,8.0,28.6,6.0,4.0,5.0,10.0,3.0,3.0,19.0,일반식품
47063,0,6331577,96,65954,3.1,29,59,4.2,27.1,25.0,21.0,34.0,16.0,44.0,7.0,45.0,디자이너부띠끄
47068,1,4770938,65,73399,1.4,35,32,6.2,25.0,19.0,8.0,18.0,20.0,11.0,12.0,42.0,트래디셔널캐주얼
47099,1,3267600,20,163380,2.1,12,10,45.0,60.0,6.0,5.0,6.0,3.0,3.0,3.0,14.0,화장품
47106,0,10002500,64,156289,2.5,31,41,32.8,22.0,15.0,15.0,23.0,11.0,28.0,10.0,26.0,장신구
47118,1,2446928,24,101955,1.8,18,12,4.2,33.3,9.0,6.0,,9.0,7.0,2.0,15.0,일반식품
47128,1,3195768,39,81943,2.1,25,16,7.7,25.0,8.0,3.0,3.0,25.0,1.0,6.0,32.0,스포츠
47152,1,661240,10,66124,2.0,8,5,10.0,0.0,1.0,,6.0,3.0,3.0,1.0,6.0,스포츠
47155,0,4838474,114,42443,1.4,22,78,4.4,32.1,29.0,32.0,25.0,28.0,75.0,,39.0,일반식품
47162,1,2310989,40,57775,2.2,19,21,12.5,19.0,7.0,10.0,21.0,2.0,7.0,1.0,32.0,유니캐주얼
47166,1,1346700,8,168338,1.8,3,4,62.5,50.0,,4.0,4.0,,4.0,,4.0,문화완구
47171,1,7352400,34,216247,2.5,15,18,35.3,22.2,9.0,6.0,3.0,16.0,10.0,4.0,20.0,수입명품
47208,1,112000,1,112000,1.0,1,1,100.0,100.0,,,1.0,,1.0,,,화장품
47228,0,741000,4,185250,3.0,3,4,0.0,0.0,2.0,1.0,1.0,,,1.0,3.0,화장품
47232,0,3798738,47,80824,2.7,25,22,38.3,50.0,18.0,9.0,9.0,11.0,12.0,10.0,25.0,화장품
47235,1,561000,10,56100,2.6,9,7,10.0,71.4,7.0,2.0,1.0,,,1.0,9.0,섬유
47281,0,8397443,134,62667,2.1,53,63,4.5,17.5,29.0,35.0,39.0,31.0,26.0,34.0,74.0,일반식품
47282,0,1472800,8,184100,3.4,8,7,50.0,14.3,3.0,1.0,3.0,1.0,3.0,1.0,4.0,화장품
47291,1,31718400,49,647314,2.9,16,30,81.6,43.3,11.0,13.0,14.0,11.0,12.0,5.0,32.0,수입명품
47301,1,375646,8,46956,1.0,4,8,12.5,12.5,1.0,1.0,2.0,4.0,4.0,1.0,3.0,일반식품
47310,0,172000,3,57333,1.7,3,2,33.3,100.0,2.0,,1.0,,1.0,2.0,,화장품
47313,1,12520644,39,321042,2.0,24,27,23.1,37.0,2.0,9.0,18.0,10.0,6.0,7.0,26.0,일반식품
47316,0,4362066,72,60584,1.1,5,58,0.0,24.1,16.0,19.0,15.0,22.0,18.0,10.0,44.0,일반식품
47321,0,2637500,12,219792,1.8,9,11,25.0,18.2,4.0,1.0,2.0,5.0,2.0,2.0,8.0,침구수예
47334,0,6228173,63,98860,2.2,25,34,34.9,32.4,18.0,12.0,13.0,20.0,,19.0,44.0,화장품
47338,1,1241500,14,88679,1.9,12,10,21.4,70.0,2.0,3.0,7.0,2.0,,4.0,10.0,화장품
47342,1,5638901,94,59988,1.3,20,56,7.4,28.6,27.0,28.0,10.0,29.0,4.0,33.0,57.0,일반식품
47362,1,3998200,58,68934,2.2,32,26,22.4,38.5,4.0,20.0,28.0,6.0,12.0,11.0,35.0,스포츠
47363,0,1247575,16,77973,1.5,10,9,31.2,11.1,8.0,4.0,,4.0,3.0,4.0,9.0,수입명품
47392,0,1025600,14,73257,2.0,7,8,0.0,37.5,3.0,2.0,1.0,8.0,2.0,2.0,10.0,니트단품
47393,0,2037045,46,44284,2.1,12,22,10.9,27.3,6.0,10.0,22.0,8.0,17.0,,29.0,일반식품
47413,0,926000,7,132286,2.4,6,2,28.6,0.0,3.0,,,4.0,,4.0,3.0,화장품
47415,1,359189,12,29932,1.0,5,6,8.3,16.7,,6.0,3.0,3.0,2.0,,10.0,일반식품
47424,1,486526,24,20272,1.2,11,19,4.2,36.8,10.0,3.0,5.0,6.0,8.0,1.0,15.0,일반식품
47425,0,164200,2,82100,3.0,2,1,50.0,0.0,,,,2.0,,,2.0,화장품
47427,0,237900,4,59475,1.0,4,2,0.0,0.0,1.0,,,3.0,1.0,1.0,2.0,화장품
47433,1,11604770,191,60758,1.0,44,127,3.7,29.9,51.0,45.0,44.0,51.0,27.0,32.0,132.0,일반식품
47441,1,4710924,35,134598,1.8,25,20,20.0,15.0,6.0,12.0,12.0,5.0,8.0,1.0,26.0,일반식품
47448,0,3692593,84,43959,1.4,23,58,4.8,27.6,27.0,29.0,13.0,15.0,12.0,6.0,66.0,일반식품
47455,0,6853090,94,72905,2.0,33,59,28.7,28.8,26.0,33.0,18.0,17.0,25.0,11.0,58.0,화장품
47460,0,7068761,92,76834,1.4,23,71,1.1,39.4,25.0,11.0,25.0,31.0,13.0,5.0,74.0,일반식품
47462,1,6580250,56,117504,2.1,32,28,32.1,28.6,18.0,4.0,12.0,22.0,1.0,5.0,50.0,화장품
47470,1,11360770,353,32183,1.5,84,195,5.7,33.8,89.0,72.0,82.0,110.0,2.0,167.0,184.0,일반식품
47489,0,582800,3,194267,2.3,3,3,33.3,0.0,1.0,,1.0,1.0,1.0,,2.0,니트단품
47491,1,12290210,112,109734,1.7,36,76,4.5,27.6,31.0,21.0,22.0,38.0,17.0,22.0,73.0,일반식품
47494,0,23359889,150,155733,2.1,72,45,30.0,20.0,40.0,39.0,56.0,15.0,19.0,35.0,96.0,화장품
47521,0,709000,9,78778,2.1,7,4,22.2,75.0,,1.0,8.0,,2.0,1.0,6.0,피혁B
47524,0,6700363,34,197070,2.7,24,16,26.5,25.0,17.0,5.0,8.0,4.0,11.0,4.0,19.0,화장품
47531,0,385400,8,48175,1.2,6,5,12.5,0.0,,2.0,6.0,,,3.0,5.0,유니캐주얼
47536,1,1432120,13,110163,1.9,10,8,7.7,62.5,2.0,1.0,2.0,8.0,1.0,5.0,7.0,스포츠
47569,0,4792442,49,97805,1.6,21,20,2.0,45.0,13.0,8.0,2.0,26.0,10.0,3.0,36.0,일반식품
47572,1,2576169,21,122675,2.2,13,9,9.5,55.6,2.0,4.0,8.0,7.0,3.0,3.0,15.0,일반식품
47575,0,5327884,25,213115,2.5,14,12,8.0,25.0,13.0,5.0,7.0,,3.0,2.0,20.0,화장품
47581,0,3567500,36,99097,1.9,14,21,30.6,9.5,3.0,,19.0,14.0,7.0,2.0,27.0,타운모피
47590,0,4517075,55,82129,2.1,28,22,5.5,31.8,15.0,8.0,22.0,10.0,14.0,8.0,33.0,스포츠
47599,0,4895147,70,69931,4.7,18,29,14.3,31.0,3.0,22.0,18.0,27.0,4.0,3.0,63.0,일반식품
47600,1,1468978,31,47386,1.0,21,18,16.1,22.2,3.0,14.0,5.0,9.0,3.0,3.0,25.0,영캐주얼
47604,1,2711515,24,112980,1.8,16,17,16.7,29.4,4.0,4.0,12.0,4.0,5.0,3.0,16.0,정장셔츠
47614,0,3685663,31,118892,2.3,19,24,6.5,16.7,6.0,4.0,5.0,16.0,10.0,,21.0,일반식품
47619,1,79000,2,39500,1.0,2,1,50.0,100.0,,,,2.0,,,2.0,트래디셔널캐주얼
47621,0,2171210,22,98691,1.9,14,13,9.1,38.5,4.0,4.0,1.0,13.0,,6.0,16.0,일반식품
47623,1,1686422,21,80306,1.4,9,9,33.3,44.4,3.0,2.0,4.0,12.0,4.0,8.0,9.0,화장품
47625,1,548500,13,42192,1.6,11,7,7.7,14.3,6.0,6.0,1.0,,,1.0,12.0,유아동복
47629,1,1035900,18,57550,1.2,14,11,27.8,36.4,9.0,1.0,7.0,1.0,8.0,2.0,8.0,유니캐주얼
47631,1,728300,4,182075,3.0,3,3,25.0,33.3,,,,4.0,,2.0,2.0,화장품
47636,1,249000,2,124500,2.0,2,1,0.0,0.0,,,,2.0,1.0,,1.0,엘레강스캐주얼
47643,1,27694867,172,161017,1.8,80,81,18.0,19.8,51.0,23.0,28.0,70.0,5.0,7.0,160.0,영캐주얼
47658,0,25184027,155,162478,3.0,36,74,12.3,25.7,37.0,38.0,33.0,47.0,34.0,2.0,119.0,일반식품
47674,1,50000,1,50000,1.0,1,1,100.0,100.0,1.0,,,,,,1.0,화장품
47675,1,5647671,146,38683,1.1,27,61,1.4,31.1,26.0,43.0,39.0,38.0,7.0,31.0,108.0,일반식품
47692,0,4298500,33,130258,2.1,16,17,9.1,17.6,7.0,6.0,9.0,11.0,20.0,,13.0,화장품
47704,1,15112581,62,243751,1.5,34,24,27.4,25.0,28.0,18.0,4.0,12.0,9.0,6.0,47.0,화장품
47722,0,3393090,12,282758,1.8,7,10,8.3,50.0,1.0,7.0,3.0,1.0,3.0,1.0,8.0,일반식품
47735,0,3294900,39,84485,2.6,19,22,23.1,36.4,11.0,10.0,10.0,8.0,3.0,2.0,34.0,수입명품
47774,0,2338721,44,53153,1.0,20,28,6.8,32.1,16.0,4.0,10.0,14.0,8.0,8.0,28.0,일반식품
47781,0,1813314,43,42170,2.5,18,17,14.0,11.8,10.0,1.0,21.0,11.0,6.0,4.0,33.0,영캐주얼
47786,1,982000,4,245500,1.5,4,4,25.0,50.0,1.0,2.0,,1.0,,2.0,2.0,섬유
47839,1,393500,7,56214,2.9,4,5,0.0,40.0,2.0,3.0,,2.0,1.0,2.0,4.0,화장품
47855,0,947900,13,72915,2.4,11,11,23.1,45.5,3.0,2.0,8.0,,6.0,3.0,4.0,화장품
47860,1,11330500,82,138177,2.2,45,45,25.6,40.0,28.0,13.0,17.0,24.0,8.0,3.0,71.0,스포츠
47865,0,2689500,23,116935,2.5,14,9,8.7,55.6,9.0,9.0,5.0,,8.0,3.0,12.0,스포츠
47886,0,3444369,61,56465,1.9,14,43,1.6,20.9,16.0,14.0,19.0,12.0,11.0,,50.0,일반식품
47891,0,2129484,27,78870,2.1,12,14,33.3,50.0,5.0,4.0,14.0,4.0,1.0,5.0,21.0,화장품
47933,0,3260013,26,125385,1.7,15,11,30.8,18.2,2.0,3.0,6.0,15.0,4.0,1.0,21.0,화장품
47934,0,3334325,50,66686,1.0,9,41,6.0,19.5,10.0,9.0,14.0,17.0,14.0,4.0,32.0,일반식품
47938,1,798700,5,159740,1.8,5,4,40.0,50.0,3.0,,1.0,1.0,1.0,,4.0,트래디셔널캐주얼
47939,0,514000,5,102800,1.0,3,2,60.0,50.0,2.0,,3.0,,,3.0,2.0,화장품
47957,1,5431902,51,106508,1.5,21,29,21.6,41.4,15.0,11.0,11.0,14.0,35.0,,16.0,일반식품
47964,1,2374798,15,158320,2.2,9,11,13.3,18.2,3.0,4.0,4.0,4.0,2.0,2.0,11.0,일반식품
47965,0,285340,9,31704,1.4,6,5,77.8,0.0,,4.0,,5.0,,,9.0,수입명품
47979,0,487500,4,121875,2.0,3,2,50.0,0.0,,1.0,,3.0,,1.0,3.0,일반식품
47981,1,974800,12,81233,2.5,11,9,16.7,22.2,6.0,,3.0,3.0,2.0,4.0,6.0,정장셔츠
47990,0,3594346,84,42790,1.5,22,24,8.3,16.7,20.0,14.0,14.0,36.0,46.0,1.0,37.0,일반식품
47995,1,4903174,53,92513,1.6,17,33,3.8,57.6,25.0,8.0,9.0,11.0,17.0,4.0,32.0,일반식품
48037,0,5355800,32,167369,2.4,14,16,9.4,56.2,6.0,2.0,18.0,6.0,20.0,,12.0,유아동복
